0.00139	0.96763
0.00158	0.98936
0.00181	0.99338
0.00921	0.95176
0.01759	0.95789
0.03000	0.98662
0.06187	0.90933
0.07152	0.92983
0.09995	0.84937
0.16044	0.86787
0.16287	0.82612
0.19956	0.75810
0.20523	0.76448
0.25259	0.70659
0.26983	0.69151
0.30910	0.69680
0.37023	0.59709
0.38975	0.60604
0.41218	0.62006
0.48711	0.49248
0.55830	0.47372
0.65330	0.36892
0.71428	0.36274
0.73947	0.28178
0.87189	0.25547
1.01506	0.16838
